dataset.shorthand,type,Species.name.olsdrange.mergedw.sdiv,,Species.name.gbifquery,reason.no.map,IUCN,to.check,Range.source,Range.source.website,Range.description,Range.errors,Action..fine...no.action.needed..fine.unconfirmed...gbif.records.look.good.but.no.good.info.to.check.against..excl.points.exclude.points.according.to.code..lts..longs...gbifIDs...country.codes...use.country.codes.as.well.as.lats.longs.gbifIDs..remove.use.IUCN...remove.from.GBIF.pipeline...use.IUCN.map..remove...unsolveable.rnage.errors..remove.species.entirely..partial.range...use.only.the.part.of.the.range.where.the.thermal.tolerance.data.come.from..for.sp.with.disjunct.distributions.in.multiple.coasts.continents..,Action.remove.explanation,countries.in.range,country.codes,gbifIDs.to.excl,code.to.get.gbifIDs.to.excl,excl.lon.below,excl.lon.above,excl.lat.below,excl.lat.above,who.did.final.code,potential.good.gbif.range.for.IUCN.comp,Realm,Body.Mass,tmax,tmax_metric,max_interval_after_LT0,tmax.1,max_metric,max_interval_before_lt100,measure,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,breadth,tmin,min_metric,min_interval_after_lt0,tmin.1,min_metric.1,min_interval_before_lt100,min_metric_com,measure.1,min_pretreatment,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,NOTES,Genus_book,Species_book,in.book,photo.order,name_notes
plants,algae,Cystophora torulosa,,Cystophora torulosa,,,NA,algaebase,,"New Sealand, Tasmania, and Victoria",NA,fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Intertidal,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,#VALUE!,-6.1,LT50,1,NA,,NA,lethal,lethal,NA,-45.95,170.333333,0,frazer_et_al_1988,1,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,,NA,NA,NA,NA,
plants,algae,Dasya baillouviana,,Dasya baillouviana,,,NA,algaebase,NA,New Hampshire to Brazil,NA,partial.range,Use E. Atlantic,NA,NA,NA,NA,-100,-20,NA,NA,JS,NA,Marine,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,#VALUE!,10,LT0,5,5,LT100,5,,,NA,45.647444,-61.686942,0,Novaczek_et_al_1987,1,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,,NA,NA,NA,NA,
plants,algae,Dasya mollis,,Dasya mollis,,,NA,,,,,remove,only a handful of records,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,35,LT0,5,40,LT100,5,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,24,11,LT0,3,8,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Delesseria sanguinea,,Delesseria sanguinea,,,,BIOTIC,http://www.marlin.ac.uk/biotic/browse.php?sp=4208,"Recorded from the north eastern coast of Iceland to the Russian coast near Murmansk. Its southern limit is in Sables d'Olonnes, northern France. It is also found in the Baltic",NA,fine,,,,,,,,,,JS fixed from screw up,NA,Marine,NA,23,LT0,2,25,LT100,NA,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,25,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,,,,,
plants,algae,Dermatocarpon fluviatile,,Dermatocarpon fluviatile,no occurances,,no map,NA,NA,NA,NA,remove,no processed occurance file,NA,NA,NA,NA,NA,NA,NA,NA,JS,NA,Freshwater,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,#VALUE!,-10.8,ctmin,,NA,,NA,critical,critical,NA,51.7,10.6,NA,Lange_1965,1,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,,NA,NA,NA,NA,
plants,algae,Desmarestia aculeata,,Desmarestia aculeata,,,,algaebase; Seaweeds of Alaska,,"Bering Sea and Aleutian Is., Alaska, to northern Washington; Russia.",,partial.range,Use E. Pacific part of range,,,,,,-90,,65,JS,NA,Marine,NA,22.1,LT0,1,NA,,NA,NA,NA,15,48.999951,-125.00003,0,Peters_&_Breeman_1992,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,,,,,,
plants,algae,Desmarestia anceps,,Desmarestia anceps,,,,algaebase,,Chile to Antarctica,,remove,missing N RL,,,,,,,,,JS fixed from screw up,NA,Marine,NA,13,LT0,1,14,LT100,1,NA,NA,NA,-61.934135,-57.901964,0,Wiencke_and_torn_Dieck_1989,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,used gameophyts to be consistent with other studies,,,,,
plants,algae,Desmarestia confervoides,,Desmarestia confervoides,,,,,,,,remove,occurance records too sparse,,,,,,,,,JS fixed from screw up,NA,Marine,NA,26.4,LT0,1,NA,,NA,NA,20,NA,-53.171045,-70.9123,0,Peters_&_Breeman_1993,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,,,,,,
plants,algae,Desmarestia dudresnayi,,Desmarestia dudresnayi,,,,,,,only 2 records,remove,too sparsely sampled,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,25,LT0,1,NA,,NA,NA,20,NA,-39.850004,-73.433321,0,Peters_&_Breeman_1993,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,,,,,,
plants,algae,Desmarestia gayana,,Desmarestia gayana,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),., -43.4 to -37.2 along W coast of Sam (where thermal tol data are from) ,only 3 sample points,add points to gbif csv,,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Marine,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,,,,,,,-41.473363,-72.938689,,,,#VALUE!,,,,,,,,,,NA,NA,,,,,,,,,,,no,,gif returns recors for D ligulata
plants,algae,Desmarestia herbacea,,Desmarestia herbacea,,,,,,,,remove,occurance records too sparse,,,,,,,,,JS fixed from screw up,NA,Intertidal,NA,28,LT0,1,NA,,NA,NA,20,NA,-15.382521,-75.169291,0,Peters_&_Breeman_1993,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,lower intertidal zone and upper subtidal zones.,,,no,,
plants,algae,Desmarestia munda,,Desmarestia munda,,,,,,,,remove,occurance records too sparse,NA,NA,,NA,NA,NA,NA,NA,,NA,Intertidal,NA,25.7,LT0,1,NA,,NA,NA,NA,NA,48.833027,-125.136954,0,Peters_&_Breeman_1992,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,lower intertidal zone and upper subtidal_,,,no,,
plants,algae,Desmarestia_ willii_,,Desmarestia willii,,,NA,algaebase,NA,Chile to Antarctica,NA,remove,missing S range limit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intertidal,NA,26.3,LT0,1,NA,,NA,NA,NA,NA,44.383217,-65.24991,0,Peters_&_Breeman_1992,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,,NA,NA,NA,NA,spelling error in sdiv final
plants,algae,Devaleraea ramentacea,,Devaleraea ramentacea,,,,,,,,remove,missing S RL,NA,NA,,NA,NA,NA,NA,NA,,NA,Intertidal,NA,19,LT0,1,NA,,NA,NA,NA,NA,69.241375,-53.55309,0,Bischoff_&_Wiencke_1993,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,lower intertidal pools and subtidal,,,no,,
plants,algae,Dictyopteris ligulata,,Dictyopteris ligulata,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=3454,NA,one point from land but this will be removed,fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intertidal,NA,24,LT0,3,27,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,26,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Desmarestiales,Desmarestiaceae,,NA,NA,NA,NA,
plants,algae,Dictyopteris polypodioides,,Dictyopteris polypodioides,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=59,Europe to Africa; elsewhere,points missing in Africa,remove,not confident about S RL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,24,LT0,3,27,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,21,3,LT0,5,-2,smin,5,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae,,NA,NA,NA,NA,
plants,algae,Dictyosiphon foeniculaceus,,Dictyosiphon foeniculaceus,,,,algaebase,,Norway to France,,remove,missing S RL,NA,NA,,NA,NA,NA,NA,NA,JS,NA,Marine,NA,27.4,LT0,1,NA,,NA,NA,NA,NA,53.149993,-9.150054,0,Peters_&_Breeman_1992,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,no,,
plants,algae,Dictyosiphon hirsutus,,Dictyosiphon hirsutus,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),., -55 to -52.7,only 1 sampled point,add points to gbif csv,,NA,NA,,NA,NA,NA,-55.5,-52,AH,NA,Intertidal,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,NA,,NA,NA,20,NA,-54.920393,-68.6585,0,Peters_&_Breeman_1993,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,no,,
plants,algae,Dictyota divaricata,,Dictyota divaricata,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=Vddca0cc14e60ac3a,NA,"American occurances missing from Souther America, possibly through name confusion",remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,33.5,LT0,4,37.5,LT100,4,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,25.5,8,LT0,3,5,LT100,3,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Phaeophyceae,Phaeophyceae,Dictyotales,Dictyotaceae,,NA,NA,NA,NA,
plants,algae,Dilsea carnosa,,Dilsea carnosa,,,NA,algaebase,NA,"Europe to Portugal, also Japan","missing portugal, but occurances are close to describted range at coarse scale",fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,30,LT0,5,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,32,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,,NA,NA,NA,NA,
plants,algae,Drachiella spectabilis,,Drachiella spectabilis,,,,,,,,remove,only a handful of records,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,27,LT0,3,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,20,7,LT0,2,3,LT100,2,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,,,no,,
plants,algae,Dudresnaya verticillata,,Dudresnaya verticillata,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=129,NA,NA,remove,much of described range in Europe and S RL missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,29,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,NA,NA,NA,NA,
plants,algae,Ecklonia biruncinata,,Ecklonia biruncinata,,,NA,algaebase,,,,remove,,NA,NA,NA,NA,-32,NA,NA,NA,NA,NA,Intertidal,NA,26,rmax,4,30,,NA,NA,NA,NA,-34.13429,18.320854,0,Bolton_&_Anderson_1985,1,22,4,rmin,4,NA,,NA,,,NA,-34.13429,18.320854,0,Bolton_&_Anderson_1985,1,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,loss of repro,NA,NA,NA,NA,
plants,algae,Ecklonia maxima,,Ecklonia maxima,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=3462,"present in S. America, Africa, Australia",much of range missing,remove,much of range missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,22.5,rmax,2.5,NA,,NA,NA,NA,NA,-34.13429,18.320854,0,Bolton_&_Levitt_1985,1,12.5,10,rmin,5,NA,,NA,,,NA,-34.13429,18.320854,0,Bolton_&_Levitt_1985,1,Phaeophyceae,Phaeophyceae,Laminariales,Lessoniaceae,loss of repro and growth,NA,NA,NA,NA,
plants,algae,Elachista antarctica,,Elachista antarctica,,,,,,,,remove,occurance records too sparse,NA,NA,,NA,NA,NA,NA,NA,,NA,Intertidal,NA,18,LT0,1,NA,,NA,NA,NA,NA,-61.934135,-57.901964,0,Wiencke_and_torn_Dieck_1989,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,primarily in the shallow subtidal ( < 6 m) and up into the intertidal zone,,,no,,
plants,algae,Eupogodon planus,,Eupogodon planus,,,,algaebase,http://www.algaebase.org/search/species/detail/?species_id=3200,"Mediterranean, Atlantic Islands, Africa, South Asia",much of range missing,remove,much of range missing,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,31,LT0,1,32,LT100,1,NA,2,NA,41.940068,9.171427,0,Orfanidis_et_al_1999,1,28,3,LT0,3,0,LT100,3,,,20,41.940068,9.171427,0,Orfanidis_et_al_1999,1,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,,,,no,,
plants,algae,Eupogodon spinellus,,Eupogodon spinellus,no occurances,,no map,,,,,remove,no processed occurances,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,31,LT0,1,32,`,1,NA,2,NA,41.940068,9.171427,0,Orfanidis_et_al_1999,1,26,5,LT0,2,3,LT100,2,,,20,41.940068,9.171427,0,Orfanidis_et_al_1999,1,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,,,,no,,
plants,algae,Fucus serratus,,Fucus serratus,,,NA,algaebase,,Northern Europe to Portugal and Canary Islands,NA,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Fucaceae,,NA,NA,NA,NA,
plants,algae,Gayralia oxysperma,,Gayralia oxysperma,,,NA,NA,NA,NA,NA,remove,occurance records too sparse in sampled part of range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,30,LT0,5,35,LT100,5,NA,NA,NA,43.992809,-69.240905,0,Guo_&_Mathieson_1992,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Ulvales,Monostromataceae,,NA,NA,NA,NA,
plants,algae,Gayralia sp. 1,,Gayralia sp. 1,no occurances,,no map,,,,,remove,no processed occurances,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,24,LT0,1,25,LT100,1,NA,NA,NA,-25.858025,-48.56247,0,Pellizzari_et_al_2007,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Chlorophyta,Ulvophyceae,Ulvales,Monostromataceae,,,,no,,
plants,algae,Geminocarpus geminatus,,Geminocarpus geminatus,,,,algaebase,,,,remove,occurance records too sparse,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,14.5,LT0,1,NA,,NA,NA,NA,NA,-62.210794,-58.956171,0,Wiencke_and_torn_Dieck_1990,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Ectocarpales,Acinetosporaceae,,,,no,,
plants,algae,Gigartina skottsbergii,,Gigartina skottsbergii,,,,algaebase,,,,remove,occurance records too sparse,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,15,LT0,1,NA,,NA,NA,NA,NA,-62.210794,-58.956171,0,Wiencke_and_torn_Dieck_1990,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,,,,no,,
plants,algae,Gigartina teedei,,Gigartina teedei,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=13344,"Europe, Atlantic Islands, California, ","much of range missing, possibly due to naming issue (synonym with Condrocanthus teedei)",remove,much of range missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,31,LT0,1,32,LT100,1,NA,15,NA,40.631983,22.932378,0,Orfanidis_1993,1,31,0,LT0,1,-1,LT100,1,,,15,40.631983,22.932378,0,Orfanidis_1993,1,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,ctmin= growth,NA,NA,NA,NA,
plants,algae,Gononema pectinatum,,Gononema pectinatum,no occurances,,no map,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),.,only 1 point on range map from paper,only 1 sampled point,remove,range is single point,NA,NA,,NA,NA,NA,NA,NA,AH,NA,Intertidal,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,lower and sub litterol,,,,,,-53.63352,-70.915565,,,,#VALUE!,,,,,,,,,,NA,NA,,,,,,,,,,,no,,
plants,algae,Gracilaria coronopifolia,,Gracilaria coronopifolia,,,,University of Hawaii Botony Dept.,https://www.hawaii.edu/reefalgae/invasive_algae/rhodo/gracilaria_coronopifolia.htm,"Hawaiｴi:  Widely distributed throughout Hawaiｴi: on limestone substrate in Kauaｴi, Oｴahu, western and central Maui, Molokaｴi, Lanaｴi. Rare on basalt substrate in Maui and Hawaiｴi Island.
Worldwide:  An Hawaiian endemic.",some points in W Pacific,excl.points,,NA,NA,,NA,-130,NA,NA,NA,,NA,Intertidal,NA,28,LT0,1,29,LT100,1,NA,NA,NA,19.896767,-155.582782,0,McLachlan_and_Bird_1984,1,14,14,LT0,1,13,LT100,1,,,NA,19.896767,-155.582782,0,McLachlan_and_Bird_1984,1,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,,,,no,,
plants,algae,Gracilaria debilis,,Gracilaria debilis,,,,algaebase,,"In E. Atlantic, Florida to Brazil. Also in Africa, Indian Ocean, and South East Asia",missing occurances from Brazil and Venezuela,remove,missing S RL,NA,NA,,NA,NA,NA,NA,NA,,NA,Intertidal,NA,31,LT0,1,32,LT100,1,NA,NA,NA,13.909444,-60.978893,0,McLachlan_and_Bird_1984,1,17,14,LT0,1,13,LT100,NA,,,NA,13.909444,-60.978893,0,McLachlan_and_Bird_1984,1,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,,,,no,,
plants,algae,Gracilaria foliifera,,Gracilaria foliifera,,,,algaebase,http://www.algaebase.org/search/species/detail/?species_id=1623,"Ireland to Africa, North Carolina to Brazil, Indian Ocean, South East Asia",,remove,not confident about S RL,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,28,LT0,1,29,LT100,1,NA,NA,NA,50.575607,-3.445184,0,McLachlan_and_Bird_1984,1,24,4,LT0,1,3,LT100,1,,,NA,50.575607,-3.445184,0,McLachlan_and_Bird_1984,1,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,,,,no,,
plants,algae,Gracilaria lemaneiformis,,Gracilaria lemaneiformis,,,,algaebase,http://www.algaebase.org/search/species/detail/?species_id=21202,"British Columbia to Peru, Hawaii.",,remove,missing N RL,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,28,LT0,1,29,LT100,1,NA,NA,NA,-23.097467,-70.44581,0,McLachlan_and_Bird_1984,1,23,5,LT0,1,4,LT100,NA,,,NA,-23.097467,-70.44581,0,McLachlan_and_Bird_1984,1,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,,,,no,,
plants,algae,Gracilaria mammillaris,,Gracilaria mammillaris,,,,algaebase,,"North Carolina to Brazil, and elsewhere","missing data from global distribution, but well covered in East Pacific",partial.range,,NA,NA,,NA,0,NA,NA,NA,,NA,Marine,NA,31,LT0,1,32,LT100,1,NA,NA,NA,27.763383,-82.543672,0,McLachlan_&_Bird_1984,1,17,14,LT0,1,13,LT100,1,,,NA,27.763383,-82.543672,0,McLachlan_&_Bird_1984,1,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,,,,no,,
plants,algae,Gracilaria secundata,,Gracilaria secundata,,,NA,algaebase,NA,NA,NA,remove,missing N RL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intertidal,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,#VALUE!,-9.1,LT50,1,NA,,NA,lethal,lethal,NA,-45.95,170.333333,0,frazer_et_al_1988,1,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,,NA,NA,NA,NA,
plants,algae,Gracilaria tikvahiae,,Gracilaria tikvahiae,,,,algaebase; Smithsonian,,Nova Scotia to Venezuela. Gracilaria tikvahiae occurs from cold temperate regions along the eastern Atlantic coast from Nova Scotia to warm subtropical regions around the east and west coasts of Florida and into the Caribbean,,excl.points,,NA,NA,,NA,-110,NA,NA,NA,,NA,Intertidal,NA,34,LT0,1,36,LT100,1,NA,NA,NA,44.906696,-61.832469,0,McLachlan_and_Bird_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,not completely clear if this study went up in 1 or 2 degree increments ,,,no,,
plants,algae,Gracilariopsis longissima,,Gracilariopsis longissima,,,,algaebase,http://www.algaebase.org/search/species/detail/?species_id=440,Sweden to South Africa,Well covered in West Atlantic,partial.range,,NA,NA,,NA,-30,30,NA,NA,,NA,Marine,NA,32,LT0,1,35,LT100,1,NA,15,NA,40.631983,22.932378,0,Orfanidis_1993,1,31,1,LT0,1,-1,LT100,1,,,15,40.631983,22.932378,0,Orfanidis_1993,1,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,,,,no,,
plants,algae,Griffithsia globulifera,,Griffithsia globulifera,,,NA,NA,,,,remove,no occurance records in region where collected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,32,LT0,3,35,LT100,3,NA,NA,NA,17.953043,-67.154763,0,Biebl_1962,1,21,11,LT0,3,8,LT100,NA,,,NA,17.953043,-67.154763,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Halidrys siliquosa,,Halidrys siliquosa,,,NA,algaebase,,Northern Europe to Morocco and Canary Islands,NA,remove,missing S RL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intertidal,NA,25,LT0,3,28,LT100,3,NA,NA,NA,54.19261,7.86732,0,L始ing_1984,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Phaeophyceae,Phaeophyceae,Fucales,Sargassaceae,,NA,NA,NA,NA,
plants,algae,Halopteris filicina,,Halopteris filicina,,,NA,algaebase,,http://www.algaebase.org/search/species/detail/?species_id=334,Points in South Africa and Florida outside of described range,excl.points,NA,NA,NA,NA,NA,-40,NA,0,NA,NA,NA,Marine,NA,27,LT0,3,30,LT100,3,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,29,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Phaeophyceae,Phaeophyceae,Sphacelariales,Stypocaulaceae,,NA,NA,NA,NA,
plants,algae,Halosaccion americanum,,Halosaccion americanum,,,,,,,,remove,occurance records too sparse,NA,NA,,NA,NA,NA,NA,NA,,NA,Marine,NA,18,LT0,2,20,LT100,2,NA,NA,NA,48.536683,-123.015409,0,L始ing_&_Freshwater_1988,1,#VALUE!,NA,,,NA,,NA,,,NA,NA,NA,NA,,NA,Rhodophyta,Florideophyceae,Palmariales,Palmariaceae,,,,no,,
plants,algae,Halurus flosculosus,,Halurus flosculosus,,,NA,algaebase,,http://www.algaebase.org/search/species/detail/?species_id=149,Missing occurances in Morocco and Canary Islands,remove,missing N RL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,NA,27,LT0,3,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,29,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,
plants,algae,Halymenia floresii,,Halymenia floresii,,,NA,algaebase,,North Carolina to Brazil,NA,partial.range,use W. Atlantic,NA,NA,NA,NA,-110,-20,NA,NA,NA,NA,Marine,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,#VALUE!,11,LT0,4,7,LT100,4,,,NA,10.448419,-64.197836,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,,NA,NA,NA,NA,
plants,algae,Halymenia latifolia,,Halymenia latifolia,,,NA,algaebase,http://www.algaebase.org/search/species/detail/?species_id=22,Britain to Canary Islands,"spotty coverage, but covers described range limits, erroneous point in New Zealand",excl.points,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,Marine,NA,30,LT0,5,35,LT100,5,NA,NA,NA,48.7262,-3.985322,0,Biebl_1958,1,32,-2,LT0,6,-8,LT100,6,,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,,NA,NA,NA,NA,
plants,algae,Haplogloia andersonii,,Haplogloia andersonii,,,,Peters&Breeman(1993)MarineBiol (paper with thermal tolerance data has range maps!),.,disjunct temperate range in Americas (ie missing from tropics).  In Sam from -48.8 to -11.5,missing nothern tip of Sam range,partial range w points added,,NA,NA,,NA,NA,NA,-49,-11,AH,NA,Intertidal,Phaeophyceae,Phaeophyceae,Ectocarpales,Chordariaceae,,,,,,,-42.613959,-73.773961,,,,#VALUE!,,,,,,,,,,NA,NA,,,,,,,,,,,no,,
plants,algae,Heterosiphonia gibbesii,,Heterosiphonia gibbesii,,,NA,algaebase,NA,Florida to Brazil,NA,excl.points,NA,NA,NA,NA,NA,-110,NA,NA,NA,NA,NA,Marine,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,#VALUE!,7,LT0,4,3,LT100,4,,,NA,10.448419,-64.197836,0,Biebl_1963,1,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,,NA,NA,NA,NA,
